opportunity_id,opportunity_name,account_name,rep_name,industry,segment,stage,deal_size,days_in_stage,close_date,created_date,win_loss
660,Deal Alpha,Skyble,Ingamar Huxtable,Manufacturing,Enterprise,Prospecting,52173,89,3/19/2025,9/25/2023,Open
661,Deal Beta,Jayo,Viviene Loseke,Professional Services,Mid-Market,Proposal,213807,69,1/18/2025,10/16/2023,Open
662,Deal Gamma,Mydeo,Lynelle Archdeckne,Manufacturing,Enterprise,Demo,231348,64,10/25/2025,11/28/2024,Open
663,Deal Beta,Meevee,Sandy Raymen,Retail,Enterprise,Demo,240442,61,1/17/2025,10/19/2023,Open
664,Deal Gamma,Aimbo,Becca Labbet,Professional Services,Mid-Market,Closed Won,446621,70,1/22/2025,8/14/2024,Won
665,Deal Gamma,Yodoo,Mireielle Branchflower,Manufacturing,Enterprise,Proposal,355150,2,8/15/2024,6/19/2024,Open
666,Deal Beta,Quimba,Tan Clarabut,Financial Services,Mid-Market,Prospecting,217442,55,7/3/2024,6/17/2023,Open
667,Deal Alpha,Skiba,Sigismund Capewell,Retail,Mid-Market,Closed Won,428104,15,3/17/2024,11/11/2023,Won
668,Deal Beta,Yotz,Belicia Grelik,Retail,Enterprise,Demo,187503,79,5/13/2025,8/24/2024,Open
669,Deal Delta,Rooxo,Meta Maxworthy,Healthcare,Mid-Market,Closed Won,450667,30,2/5/2024,6/10/2023,Won
670,Deal Gamma,Edgetag,Kesley Gandrich,Financial Services,Enterprise,Prospecting,322734,18,9/29/2025,6/6/2024,Open
671,Deal Gamma,Tagchat,Francois Ianiello,Financial Services,Enterprise,Demo,255307,20,7/27/2025,4/8/2024,Open
672,Deal Delta,Twimbo,Karine Oldcote,Financial Services,Mid-Market,Closed Lost,338758,18,12/7/2024,6/20/2023,Lost
673,Deal Gamma,Ozu,Ellis D' Angelo,Professional Services,SMB,Prospecting,309215,55,12/25/2024,7/16/2024,Open
674,Deal Beta,Yodoo,Florian Torbet,Technology,SMB,Qualification,118812,53,12/20/2024,8/4/2024,Open
675,Deal Delta,Jabberbean,Koo Kinton,Manufacturing,Mid-Market,Prospecting,382654,38,5/16/2024,7/24/2023,Open
676,Deal Alpha,Realpoint,Ferdie Muldownie,Technology,SMB,Closed Won,494949,29,12/29/2025,9/7/2023,Won
677,Deal Delta,Youtags,Eunice Mowsdale,Financial Services,Mid-Market,Qualification,35133,29,2/28/2025,5/19/2024,Open
678,Deal Gamma,Abata,Cherise Guilaem,Retail,Mid-Market,Prospecting,106260,5,12/3/2025,7/14/2024,Open
679,Deal Alpha,Leenti,Leland Constantine,Manufacturing,Mid-Market,Prospecting,111367,4,7/10/2024,12/28/2024,Open
680,Deal Beta,Pixoboo,Deb Pedroni,Healthcare,Enterprise,Qualification,189753,25,4/5/2025,12/26/2023,Open
681,Deal Alpha,Demivee,Cory Dureden,Professional Services,SMB,Proposal,46593,10,10/8/2025,10/2/2024,Open
682,Deal Delta,Tambee,Livvy Pickover,Financial Services,Enterprise,Qualification,176639,81,12/21/2025,12/10/2024,Open
683,Deal Beta,Dabfeed,Jarrid Legat,Retail,Mid-Market,Qualification,447490,11,5/3/2024,4/19/2024,Open
684,Deal Delta,Plambee,Jayme Escritt,Professional Services,SMB,Negotiation,389579,66,10/30/2025,4/7/2024,Open
685,Deal Gamma,Yodel,Riannon Klemz,Financial Services,SMB,Closed Won,75484,50,3/22/2025,11/20/2024,Won
686,Deal Beta,Demivee,Zitella Brickett,Technology,Mid-Market,Qualification,222413,17,4/9/2025,12/29/2024,Open
687,Deal Beta,Twitternation,Ruddie Birkbeck,Manufacturing,Mid-Market,Qualification,274981,10,7/29/2024,6/2/2024,Open
688,Deal Delta,Livepath,Casey Merriday,Healthcare,Enterprise,Negotiation,366283,64,7/11/2025,8/10/2024,Open
689,Deal Delta,Eimbee,Brandais Belhomme,Healthcare,SMB,Negotiation,34494,30,5/27/2025,3/29/2024,Open
690,Deal Delta,Demivee,Sigismondo Vanshin,Professional Services,Enterprise,Prospecting,440662,25,12/28/2024,12/26/2024,Open
691,Deal Gamma,Oyondu,Kyrstin Pool,Technology,SMB,Prospecting,94447,2,3/11/2025,10/27/2023,Open
692,Deal Delta,Zoomzone,Birdie Sandifer,Technology,Enterprise,Closed Won,7697,63,10/22/2024,9/8/2024,Won
693,Deal Alpha,Youspan,Shanda Boutton,Manufacturing,Mid-Market,Demo,393980,41,9/10/2024,2/17/2024,Open
694,Deal Alpha,Skimia,Nichole Crambie,Healthcare,Mid-Market,Demo,393472,36,2/26/2025,12/1/2024,Open
695,Deal Alpha,Fadeo,Aggy Ambroise,Professional Services,Enterprise,Negotiation,450945,40,4/14/2024,2/11/2024,Open
696,Deal Delta,Avavee,Regan Cudbird,Financial Services,Enterprise,Demo,7961,10,5/27/2024,7/3/2024,Open
697,Deal Alpha,Tagopia,Pepe Stowte,Financial Services,SMB,Closed Lost,289920,50,10/7/2024,4/15/2024,Lost
698,Deal Alpha,Realcube,Britt Winscomb,Manufacturing,Mid-Market,Prospecting,305861,48,6/29/2025,7/19/2023,Open
699,Deal Beta,Skiba,Ase Chadbourn,Healthcare,Enterprise,Prospecting,359925,26,4/18/2024,7/3/2023,Open
700,Deal Delta,Skilith,Fonzie Guyers,Healthcare,Enterprise,Proposal,139721,81,2/25/2025,8/27/2023,Open
701,Deal Gamma,Brainbox,Robinson Cubbino,Healthcare,Mid-Market,Qualification,248133,43,6/21/2025,9/29/2023,Open
702,Deal Beta,Trilia,Karita Borel,Financial Services,Enterprise,Prospecting,135364,59,7/20/2025,11/14/2024,Open
703,Deal Alpha,Lajo,Gram Kinney,Professional Services,Mid-Market,Prospecting,342204,69,7/1/2025,11/12/2024,Open
704,Deal Gamma,Topicblab,Bernhard Winter,Retail,Enterprise,Negotiation,204386,53,3/14/2025,11/9/2023,Open
705,Deal Delta,Skinder,Halsey Kells,Healthcare,SMB,Prospecting,378984,9,11/26/2024,1/15/2024,Open
706,Deal Alpha,Yata,Orazio Studman,Technology,Enterprise,Closed Won,120211,3,9/2/2024,7/13/2023,Won
707,Deal Gamma,Tazzy,Reena Syde,Professional Services,Enterprise,Negotiation,415075,6,2/3/2025,7/17/2023,Open
708,Deal Gamma,Shuffledrive,Doti Marsay,Manufacturing,Mid-Market,Demo,224075,36,9/10/2024,12/17/2024,Open
709,Deal Delta,BlogXS,Chris Assard,Healthcare,SMB,Proposal,257681,88,10/15/2025,3/13/2024,Open
710,Deal Delta,Dabvine,Rebekkah Fahrenbach,Retail,Mid-Market,Closed Lost,15517,42,8/25/2024,3/13/2024,Lost
711,Deal Gamma,Skynoodle,Auguste Vaneev,Professional Services,Enterprise,Proposal,397685,70,5/12/2024,3/28/2024,Open
712,Deal Beta,Eidel,Shepherd Piff,Manufacturing,Enterprise,Demo,292177,5,6/20/2025,12/27/2024,Open
713,Deal Beta,Fiveclub,Octavia Pavyer,Retail,SMB,Closed Won,112840,68,7/14/2024,1/11/2024,Won
714,Deal Delta,Feedfish,Helli Sturzaker,Professional Services,Enterprise,Qualification,10857,55,5/18/2025,11/21/2023,Open
715,Deal Gamma,Shufflebeat,Georgie McAneny,Technology,SMB,Qualification,257261,31,8/15/2025,8/31/2024,Open
716,Deal Beta,Eidel,Ebony Twittey,Financial Services,Enterprise,Prospecting,401553,32,2/17/2025,12/6/2023,Open
717,Deal Alpha,Brightdog,Madelle Karpeev,Healthcare,SMB,Demo,376701,23,7/28/2024,10/27/2024,Open
718,Deal Alpha,Aibox,Brucie Doyle,Retail,Enterprise,Qualification,423676,49,4/11/2025,12/11/2024,Open
719,Deal Alpha,Jaxbean,Mordy Stoltz,Healthcare,Mid-Market,Closed Won,289985,37,5/24/2025,4/4/2024,Won
720,Deal Beta,Muxo,Mabelle Trase,Financial Services,Enterprise,Qualification,79293,40,4/14/2025,7/13/2023,Open
721,Deal Delta,Eire,Sarette Delahunty,Manufacturing,Mid-Market,Negotiation,156111,35,5/23/2025,7/13/2024,Open
722,Deal Delta,Flipopia,Hedy Hall,Professional Services,Mid-Market,Prospecting,284189,32,12/27/2024,12/29/2023,Open
723,Deal Gamma,Jazzy,Jarrod Richardt,Retail,Mid-Market,Closed Won,69968,31,6/30/2024,10/15/2024,Won
724,Deal Beta,Talane,Meridith Pinnington,Manufacturing,SMB,Qualification,442040,20,11/26/2025,11/21/2023,Open
725,Deal Alpha,Linkbridge,Berkeley Matthaus,Professional Services,Mid-Market,Prospecting,226531,33,1/2/2025,11/24/2023,Open
726,Deal Gamma,Flashpoint,Jinny Hosten,Healthcare,SMB,Qualification,297211,68,8/26/2025,8/17/2023,Open
727,Deal Delta,Yata,Sherrie Keysall,Professional Services,Enterprise,Prospecting,344652,36,11/6/2024,8/4/2024,Open
728,Deal Delta,Jayo,Winny Fransemai,Retail,Mid-Market,Demo,249577,24,7/3/2025,3/13/2024,Open
729,Deal Gamma,Youfeed,Chrotoem Leaf,Manufacturing,SMB,Closed Won,296890,15,12/14/2024,7/5/2024,Won
730,Deal Alpha,Mymm,Fionna Duffy,Manufacturing,Enterprise,Proposal,40867,58,9/29/2025,2/7/2024,Open
731,Deal Beta,Browsecat,Philippa Plak,Professional Services,SMB,Prospecting,223106,17,10/23/2025,11/9/2024,Open
732,Deal Gamma,Twitterworks,Alverta Kettles,Retail,Mid-Market,Qualification,150735,44,10/23/2024,4/27/2024,Open
733,Deal Delta,Brightdog,Mirabella Shivlin,Retail,Enterprise,Prospecting,477424,31,1/21/2024,8/1/2023,Open
734,Deal Gamma,Pixonyx,Dacey Jewson,Retail,Enterprise,Negotiation,46390,82,4/3/2025,9/3/2023,Open
735,Deal Delta,Voolia,Marcelo Hawler,Professional Services,SMB,Proposal,210734,40,5/25/2025,12/19/2024,Open
736,Deal Beta,Jaxworks,Mary Sheehan,Technology,SMB,Proposal,186407,86,4/21/2025,7/29/2024,Open
737,Deal Gamma,Livetube,Gorden Bilborough,Financial Services,SMB,Prospecting,346610,30,7/4/2024,6/17/2024,Open
738,Deal Delta,Topicstorm,Therine Hickisson,Retail,SMB,Closed Lost,99803,2,8/15/2025,12/14/2023,Lost
739,Deal Delta,Realpoint,Jewelle Larsen,Healthcare,Mid-Market,Demo,481452,13,5/17/2025,11/15/2023,Open
740,Deal Alpha,Linkbuzz,Kirstin Scotchmoor,Retail,SMB,Qualification,37778,68,7/13/2024,12/9/2023,Open
741,Deal Alpha,Linkbuzz,Joni Bigadike,Manufacturing,Mid-Market,Demo,192676,90,11/20/2025,10/12/2023,Open
742,Deal Alpha,Skinte,Gayleen Kulvear,Professional Services,Enterprise,Proposal,312196,37,1/15/2024,9/29/2023,Open
743,Deal Beta,Feedbug,Lurlene Comberbeach,Retail,SMB,Prospecting,113429,14,12/24/2025,10/21/2024,Open
744,Deal Gamma,Skynoodle,Jamesy O'Sherin,Retail,Enterprise,Closed Won,135040,25,5/16/2024,10/31/2023,Won
745,Deal Gamma,Jetpulse,Diena Katzmann,Retail,SMB,Qualification,359286,17,10/18/2024,10/24/2023,Open
746,Deal Beta,Meevee,Alleen Templeman,Healthcare,Enterprise,Demo,320542,54,7/26/2024,6/20/2023,Open
747,Deal Gamma,Jetpulse,Kliment Marin,Technology,Enterprise,Demo,199640,50,5/19/2025,10/5/2023,Open
748,Deal Delta,Eire,Nettie Shaxby,Technology,SMB,Proposal,89237,1,6/7/2024,12/23/2024,Open
749,Deal Gamma,Reallinks,Joscelin Douche,Manufacturing,Enterprise,Negotiation,378380,68,8/13/2025,8/23/2023,Open
750,Deal Alpha,Linkbridge,Bette-ann Murdy,Technology,Mid-Market,Negotiation,194890,80,3/30/2025,7/16/2024,Open
751,Deal Delta,Vimbo,Rowen Beauman,Technology,Mid-Market,Prospecting,16048,45,4/7/2025,2/26/2024,Open
752,Deal Alpha,Kwideo,Verne Elks,Healthcare,Enterprise,Qualification,22006,63,5/19/2024,4/13/2024,Open
753,Deal Beta,Twitterlist,Lorry Truss,Professional Services,Mid-Market,Closed Won,31255,56,3/15/2024,5/24/2024,Won
754,Deal Gamma,Aivee,Bradford Erangey,Financial Services,Mid-Market,Closed Lost,190689,52,12/6/2025,10/21/2024,Lost
755,Deal Alpha,Quatz,Annamarie Moon,Technology,SMB,Demo,227469,66,6/24/2025,10/5/2023,Open
756,Deal Alpha,Yoveo,Kristan Risso,Professional Services,Mid-Market,Prospecting,224366,4,10/17/2024,8/6/2023,Open
757,Deal Delta,Demimbu,Margalo Southcomb,Manufacturing,SMB,Closed Won,276913,45,4/1/2025,10/20/2024,Won
758,Deal Delta,Voomm,Hugh Georgeot,Financial Services,SMB,Closed Lost,9010,81,10/26/2024,9/11/2024,Lost
759,Deal Delta,Babbleopia,Suzette Bracegirdle,Manufacturing,Mid-Market,Negotiation,323661,39,1/4/2024,12/3/2023,Open
760,Deal Gamma,Demivee,Lexie Jubert,Healthcare,SMB,Qualification,30972,64,12/18/2024,11/7/2023,Open
761,Deal Alpha,Janyx,Brnaba Yegoshin,Retail,SMB,Qualification,348543,79,8/8/2024,1/23/2024,Open
762,Deal Delta,Youtags,Kahaleel Beckett,Retail,Mid-Market,Proposal,140718,56,2/15/2024,7/7/2023,Open
763,Deal Gamma,Kwinu,Mitchel Dugan,Professional Services,SMB,Closed Won,213970,44,10/7/2025,11/10/2024,Won
764,Deal Delta,LiveZ,Mikael Lawrenz,Manufacturing,Enterprise,Prospecting,91827,18,11/21/2024,1/23/2024,Open
765,Deal Delta,Shufflester,Valry Snodden,Healthcare,Mid-Market,Prospecting,159049,38,3/5/2025,11/5/2024,Open
766,Deal Alpha,Ailane,Wainwright Trangmar,Retail,Enterprise,Qualification,111589,77,10/10/2025,6/25/2024,Open
767,Deal Delta,Twimm,Oona Jaquest,Technology,Mid-Market,Prospecting,307883,3,7/9/2025,9/25/2023,Open
768,Deal Delta,Oyonder,Pernell Mitchel,Retail,Mid-Market,Prospecting,224036,56,7/25/2025,8/2/2024,Open
769,Deal Alpha,Thoughtblab,Derk Aistrop,Financial Services,Mid-Market,Proposal,25585,80,8/5/2024,8/15/2024,Open
770,Deal Gamma,Browsecat,Judye Blaisdell,Professional Services,Mid-Market,Prospecting,128156,41,11/1/2025,7/3/2024,Open
771,Deal Beta,Pixonyx,Polly Botfield,Healthcare,Enterprise,Prospecting,417092,34,2/16/2024,6/19/2023,Open
772,Deal Alpha,Kwideo,Giselbert Simmon,Retail,Mid-Market,Prospecting,236832,58,9/12/2025,9/17/2023,Open
773,Deal Alpha,Ooba,Barty Jodrellec,Financial Services,SMB,Closed Won,431414,58,8/28/2024,8/6/2023,Won
774,Deal Alpha,Skidoo,Rafael Duckit,Professional Services,Mid-Market,Qualification,187474,5,8/18/2024,10/8/2023,Open
775,Deal Alpha,Skiba,Van Janku,Healthcare,SMB,Prospecting,242377,41,2/21/2024,8/2/2023,Open
776,Deal Alpha,Twinte,Sal Carpenter,Retail,SMB,Prospecting,476298,24,10/15/2024,2/26/2024,Open
777,Deal Alpha,Flashpoint,Magdalen Hatto,Technology,Mid-Market,Negotiation,68859,36,11/7/2025,9/14/2023,Open
778,Deal Gamma,Brightbean,Oliviero Phippin,Healthcare,SMB,Negotiation,33945,21,1/14/2024,3/25/2024,Open
779,Deal Delta,Zoonder,Justine Shufflebotham,Financial Services,SMB,Demo,204338,83,8/18/2024,6/21/2023,Open
780,Deal Delta,Eidel,Eleonore Parkhouse,Manufacturing,Enterprise,Proposal,425457,49,10/17/2024,11/27/2023,Open
781,Deal Delta,Trudeo,Willy Farden,Financial Services,Mid-Market,Prospecting,367694,44,4/1/2024,7/28/2024,Open
782,Deal Alpha,Feedspan,Had Gaven,Retail,Mid-Market,Qualification,331548,6,4/28/2025,11/29/2024,Open
783,Deal Beta,Thoughtworks,Genvieve Tiffin,Manufacturing,SMB,Prospecting,79724,36,2/15/2025,7/11/2023,Open
784,Deal Delta,Yata,Stephani Mogridge,Healthcare,SMB,Demo,263273,62,11/28/2025,6/25/2024,Open
785,Deal Gamma,Tazzy,Joey Lammie,Manufacturing,Enterprise,Prospecting,497720,8,10/25/2025,11/19/2024,Open
786,Deal Beta,Zooxo,Ursula Legonidec,Professional Services,SMB,Qualification,301470,16,10/24/2025,4/16/2024,Open
787,Deal Delta,Cogidoo,Shaughn Martello,Financial Services,Mid-Market,Negotiation,243960,16,3/12/2025,3/5/2024,Open
788,Deal Alpha,Katz,Andriana Daunter,Professional Services,SMB,Negotiation,208001,64,4/12/2025,11/30/2023,Open
789,Deal Gamma,Gevee,Perceval Molfino,Financial Services,SMB,Closed Lost,356868,15,6/22/2024,9/24/2023,Lost
790,Deal Delta,Voomm,Adrienne Bateson,Retail,Mid-Market,Prospecting,93215,21,10/23/2025,6/6/2023,Open
791,Deal Alpha,Cogilith,Arabel Priest,Professional Services,Mid-Market,Demo,217829,44,9/27/2024,12/3/2024,Open
792,Deal Delta,Meeveo,Glyn Mulvey,Financial Services,Enterprise,Closed Won,403632,8,2/16/2024,2/22/2024,Won
793,Deal Beta,Trudoo,Connie Ragot,Retail,Mid-Market,Qualification,207405,87,8/25/2024,1/29/2024,Open
794,Deal Gamma,Quatz,Cris Wemes,Healthcare,SMB,Prospecting,67100,77,6/6/2025,3/27/2024,Open
795,Deal Delta,Ntags,Jorey Restorick,Financial Services,SMB,Prospecting,263630,35,2/3/2024,6/3/2024,Open
796,Deal Delta,Oozz,Georgiana Spread,Healthcare,SMB,Demo,53916,6,12/31/2024,10/20/2024,Open
797,Deal Beta,Skiba,Eadith Reims,Retail,Enterprise,Qualification,288824,81,11/25/2025,11/4/2024,Open
798,Deal Alpha,Buzzdog,Matilde Alloisi,Manufacturing,SMB,Prospecting,91246,49,10/18/2024,3/20/2024,Open
799,Deal Gamma,Zoomcast,Corliss Gatley,Financial Services,Enterprise,Proposal,280543,84,4/5/2024,10/1/2023,Open
800,Deal Alpha,Linklinks,Pippy Bonde,Manufacturing,Mid-Market,Demo,266776,54,5/21/2024,8/3/2024,Open
801,Deal Gamma,Twimbo,Patrice Davidow,Retail,Enterprise,Qualification,14189,73,12/13/2025,10/4/2024,Open
802,Deal Gamma,Twitternation,Patsy Skelington,Retail,SMB,Closed Won,77796,54,12/10/2025,7/10/2024,Won
803,Deal Delta,Feedbug,Rock Dureden,Manufacturing,Mid-Market,Prospecting,205120,60,9/13/2024,8/22/2024,Open
804,Deal Delta,Zoonder,Verile McClaren,Retail,Mid-Market,Closed Won,82140,7,6/13/2025,7/30/2024,Won
805,Deal Delta,Gabcube,Tracy Kettle,Healthcare,Enterprise,Qualification,369567,43,2/7/2024,8/7/2023,Open
806,Deal Beta,Wordware,Cristi Egdale,Technology,Enterprise,Proposal,458409,65,8/27/2025,1/20/2024,Open
807,Deal Beta,Dablist,Anneliese Battman,Technology,Mid-Market,Qualification,61832,2,1/18/2025,4/3/2024,Open
808,Deal Gamma,Mita,Kari Arkil,Professional Services,SMB,Prospecting,124385,87,8/3/2024,10/10/2023,Open
809,Deal Delta,Topicware,Corey Pearde,Professional Services,Mid-Market,Demo,201520,12,4/15/2024,12/24/2024,Open
810,Deal Beta,Flipbug,Vasili Littledyke,Professional Services,SMB,Demo,344621,59,2/24/2025,7/2/2023,Open
811,Deal Delta,Ozu,Leigh Scotting,Financial Services,SMB,Closed Lost,337136,44,11/23/2025,3/1/2024,Lost
812,Deal Delta,Zava,Doll O'Henecan,Manufacturing,Enterprise,Qualification,302898,75,3/11/2025,7/29/2024,Open
813,Deal Alpha,Yakidoo,Verene Lathleiff,Technology,SMB,Demo,326353,34,3/20/2025,10/29/2023,Open
814,Deal Gamma,Skimia,Fabiano Mothersole,Retail,Mid-Market,Prospecting,15626,73,11/5/2024,2/29/2024,Open
815,Deal Gamma,Gigazoom,Cooper Penniall,Technology,Enterprise,Qualification,75244,77,10/25/2024,7/28/2023,Open
816,Deal Alpha,Kanoodle,Sigismundo Hillaby,Technology,Enterprise,Qualification,83088,70,11/27/2025,9/7/2023,Open
817,Deal Gamma,Babbleblab,Gabriellia Ramble,Healthcare,Enterprise,Negotiation,147157,4,6/21/2024,11/24/2023,Open
818,Deal Delta,Skyble,Thurstan Gooddie,Technology,Mid-Market,Demo,270131,89,4/8/2025,4/19/2024,Open
819,Deal Beta,Livetube,Allyn Mouncher,Healthcare,SMB,Prospecting,46518,48,4/9/2024,10/11/2023,Open
820,Deal Delta,Skibox,Carie Fidian,Retail,Mid-Market,Closed Won,499263,52,2/26/2024,3/4/2024,Won
821,Deal Delta,Topiczoom,Debbie Concannon,Healthcare,SMB,Closed Won,102878,69,5/5/2024,9/22/2024,Won
822,Deal Alpha,Blogtag,Sela Montez,Manufacturing,SMB,Demo,405656,57,7/15/2025,10/5/2024,Open
823,Deal Delta,Meevee,Gerty Bartholomieu,Technology,SMB,Proposal,494127,84,8/19/2024,10/10/2024,Open
824,Deal Alpha,Browsezoom,Ardene Ygoe,Financial Services,Enterprise,Proposal,498457,21,9/25/2025,1/5/2024,Open
825,Deal Alpha,Bluejam,Preston Pischof,Healthcare,Enterprise,Prospecting,467775,45,1/11/2025,8/16/2024,Open
826,Deal Beta,Bubblebox,Kimberley Skitterel,Manufacturing,Mid-Market,Prospecting,107028,11,6/22/2025,6/27/2024,Open
827,Deal Gamma,Ozu,Chas Perillio,Retail,Mid-Market,Negotiation,148027,50,5/4/2024,8/1/2024,Open
828,Deal Alpha,Eamia,Herta Joost,Retail,SMB,Qualification,212196,17,11/26/2024,3/29/2024,Open
829,Deal Beta,Roombo,Olga Lindgren,Manufacturing,Mid-Market,Proposal,207485,22,5/12/2024,6/22/2023,Open
830,Deal Gamma,Shuffletag,Ferdy Gamon,Technology,SMB,Qualification,451471,58,1/28/2025,7/1/2024,Open
831,Deal Gamma,Gigashots,Wood Dunton,Retail,Mid-Market,Closed Won,481048,26,7/22/2024,5/6/2024,Won
832,Deal Beta,Blogspan,Pedro Crutch,Manufacturing,SMB,Qualification,31677,77,10/26/2024,10/24/2024,Open
833,Deal Alpha,Photojam,Kent Howitt,Financial Services,Enterprise,Proposal,190507,46,8/8/2025,7/30/2023,Open
834,Deal Beta,Trunyx,Domini Coveley,Financial Services,SMB,Demo,152580,14,2/28/2025,8/10/2023,Open
835,Deal Beta,Skippad,Laurene Preon,Manufacturing,Mid-Market,Prospecting,59439,4,12/2/2025,7/25/2024,Open
836,Deal Delta,Voonyx,Godfrey Rutledge,Professional Services,Enterprise,Proposal,257261,14,3/7/2025,2/21/2024,Open
837,Deal Delta,Rhyloo,Vannie Lowndsborough,Financial Services,Enterprise,Closed Lost,447713,47,7/1/2024,11/19/2023,Lost
838,Deal Delta,Flashspan,Ophelie Halson,Financial Services,Enterprise,Qualification,306139,80,7/8/2025,10/24/2024,Open
839,Deal Gamma,Thoughtstorm,Philomena Whipple,Retail,SMB,Qualification,358926,73,3/8/2024,1/31/2024,Open
840,Deal Delta,Dablist,Marys Oxbrow,Financial Services,Enterprise,Prospecting,430568,6,1/17/2024,10/31/2023,Open
841,Deal Beta,Roodel,Suzette Pagan,Manufacturing,Enterprise,Prospecting,88896,35,7/25/2025,7/15/2024,Open
842,Deal Beta,Einti,Benny Boldock,Manufacturing,Enterprise,Prospecting,164145,3,4/16/2025,3/21/2024,Open
843,Deal Delta,Zooveo,Rosabel Lennard,Manufacturing,SMB,Prospecting,132397,82,6/11/2025,9/29/2024,Open
844,Deal Delta,Ainyx,Maren Knobell,Healthcare,Enterprise,Qualification,481086,80,6/26/2025,9/27/2023,Open
845,Deal Beta,Voonix,Scotti Ritzman,Professional Services,SMB,Demo,72683,45,8/20/2025,8/23/2023,Open
846,Deal Gamma,Skyba,Morgun Poad,Manufacturing,Enterprise,Prospecting,242027,53,11/19/2025,5/28/2024,Open
847,Deal Alpha,Dynabox,Zondra Bearward,Professional Services,Mid-Market,Demo,494067,11,10/19/2025,12/28/2023,Open
848,Deal Alpha,Voolith,Fionna Glide,Professional Services,SMB,Qualification,349312,20,4/1/2024,1/23/2024,Open
849,Deal Alpha,Eimbee,Stanislaw Caws,Retail,Enterprise,Prospecting,276730,39,12/29/2024,9/4/2023,Open
850,Deal Beta,Chatterbridge,Carmina Frigot,Retail,Mid-Market,Prospecting,25629,3,7/19/2024,9/22/2023,Open
851,Deal Beta,Dynabox,Joeann Fromant,Professional Services,Mid-Market,Qualification,455901,58,4/7/2025,2/26/2024,Open
852,Deal Alpha,Snaptags,Teddie Meads,Retail,SMB,Proposal,38136,55,1/20/2024,10/7/2024,Open
853,Deal Gamma,Mydo,Cissiee Aysh,Financial Services,Mid-Market,Demo,95181,43,6/8/2025,11/7/2024,Open
854,Deal Gamma,Skyvu,Karrah Jones,Technology,Mid-Market,Qualification,39264,32,7/13/2025,8/24/2024,Open
855,Deal Gamma,Edgeify,Domini Tall,Technology,Mid-Market,Proposal,455697,20,3/20/2025,10/6/2024,Open
856,Deal Alpha,Skinix,Marwin Walak,Professional Services,Mid-Market,Demo,362279,71,9/25/2024,9/22/2024,Open
857,Deal Gamma,Janyx,Korney Flatt,Financial Services,Enterprise,Closed Lost,462853,3,12/26/2024,7/5/2023,Lost
858,Deal Delta,Photobug,Emmerich Stemp,Manufacturing,SMB,Proposal,254425,72,2/12/2025,6/1/2023,Open
859,Deal Gamma,Kare,Dugald Tift,Technology,SMB,Demo,252628,13,2/17/2025,7/17/2023,Open
860,Deal Alpha,Quire,Cleavland Newvell,Technology,Mid-Market,Demo,446622,45,9/19/2025,12/12/2024,Open
861,Deal Gamma,Miboo,Heinrik Howle,Retail,Mid-Market,Negotiation,372778,25,10/21/2025,10/28/2023,Open
862,Deal Beta,Podcat,Faber Kennewell,Professional Services,SMB,Proposal,471115,58,3/27/2025,10/30/2024,Open
863,Deal Delta,Lazzy,Derwin Clayden,Retail,Mid-Market,Closed Lost,462968,84,1/17/2024,2/24/2024,Lost
864,Deal Gamma,Topicblab,Salomon Wadeling,Retail,Mid-Market,Prospecting,306634,62,1/5/2024,12/17/2024,Open
865,Deal Alpha,Skynoodle,Patsy Purcell,Professional Services,SMB,Demo,219187,23,5/21/2024,12/10/2024,Open
866,Deal Alpha,Quamba,Rafi Flintuff,Retail,SMB,Proposal,202033,19,2/27/2025,12/12/2023,Open
867,Deal Delta,Topdrive,Pattin Nelthropp,Technology,SMB,Proposal,186899,27,9/28/2025,4/24/2024,Open
868,Deal Alpha,Vimbo,Hatty Pickaver,Healthcare,Mid-Market,Qualification,405659,54,7/31/2025,2/5/2024,Open
869,Deal Gamma,Rhyloo,Regina Bussey,Technology,Enterprise,Qualification,354335,61,1/26/2024,8/18/2024,Open
870,Deal Delta,Eayo,Giacinta Kender,Manufacturing,Mid-Market,Demo,318655,29,4/1/2024,7/23/2023,Open
871,Deal Alpha,Tambee,Fernando Spere,Financial Services,SMB,Demo,466113,15,10/4/2025,7/5/2023,Open
872,Deal Delta,Thoughtworks,Asher Dana,Retail,SMB,Demo,237836,52,7/26/2025,10/5/2023,Open
873,Deal Gamma,Realmix,Wat Cauldwell,Retail,Enterprise,Prospecting,351462,51,11/28/2024,11/13/2023,Open
874,Deal Delta,Vidoo,Christy Cotelard,Financial Services,SMB,Prospecting,371565,2,8/1/2024,3/13/2024,Open
875,Deal Gamma,Roombo,Mame Forshaw,Financial Services,Mid-Market,Prospecting,133106,58,7/4/2024,3/3/2024,Open
876,Deal Beta,Topicstorm,Pascal Mildmott,Manufacturing,Enterprise,Proposal,62737,62,12/15/2025,7/31/2024,Open
877,Deal Alpha,Lajo,Violante Clutram,Healthcare,Mid-Market,Qualification,496761,23,6/3/2025,7/23/2023,Open
878,Deal Beta,Kazio,Georgie Leonards,Healthcare,Mid-Market,Demo,228425,70,10/27/2024,7/28/2024,Open
879,Deal Delta,Twitterbridge,Alfonse Kordovani,Retail,Mid-Market,Proposal,79564,26,6/9/2024,9/8/2024,Open
